id,name,folder,flag_count,flags,website,coord_precision
4e38d58170eb,Ekoji Buddhist Temple,"Pure Land, Soka Gakkai, Jodo Shin",3,"missing_description,missing_photo,missing_hours",http://www.accotinkuuc.org/,unknown
fc3e78251b48,Emaho Foundation for Tibetan Buddhist Studies,Tibetan,5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
055dd411e81f,Email: boonkanmeditationcenter@gmail,Wolf K Asia Retreats (Thailand),5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
88a3cd4bc08e,Empty Sky,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/313,unknown
61023400e2d7,Endless Mountain Zendo,"Zen, Chan, Son, & Thien,",5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
2fee2cce50d1,Enmanji Buddhist Temple,"Pure Land, Soka Gakkai, Jodo Shin",5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
103185664384,Espacio Dzogchen MÃ©xico,BuddhaNet (Mexico),6,"missing_phone,bad_website,encoding_error,missing_description,missing_photo,missing_hours",http://mapof.it/Martin,unknown
3048ebd03137,Estudio y Meditacion Budista,BuddhaNet (Argentina),5,"missing_address,missing_website,missing_description,missing_photo,missing_hours",,unknown
245f89b12fc4,Ewa Soto Mission - Sotoji,BuddhaNet (United States of America),5,"missing_phone,bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/1137,unknown
38bd7b1c8c86,Exeter Serene Reflection Meditation Group,BuddhaNet (United Kingdom),5,"missing_address,missing_website,missing_description,missing_photo,missing_hours",,unknown
e20421268742,Fa Hua Monastery,BuddhaNet (Singapore),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/381,unknown
c6d81dac5a16,Fa men Monastery,BuddhaNet (China),5,"missing_address,missing_website,missing_description,missing_photo,missing_hours",,unknown
a5ca9a44135d,Fa Yun Chan Temple,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/439,unknown
b58099b74603,Fah Hoy Zen Temple,BuddhaNet (Canada),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/29,unknown
c8cbe39e9824,Faxi Zen Centre (Singpore),BuddhaNet (Singapore),3,"missing_description,missing_photo,missing_hours",http://cplink.org.sg/,unknown
767990ad7864,Finland,Goenka Vipassana (dhamma.org),4,"missing_phone,missing_description,missing_photo,missing_hours",https://www.church.fi,unknown
b802f8265031,Firefly Sangha,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/St,unknown
8e807d3038a2,Five Wisdoms Temple,BuddhaNet (Canada),3,"missing_description,missing_photo,missing_hours",</strong>,unknown
682c1d2b3eff,FNCC - Florida Nature & Culture Center / Soka Gakkai International-USA,"Pure Land, Soka Gakkai, Jodo Shin",5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
e39418d27edf,Fo Guang Buddhist Centre,BuddhaNet (Malaysia),6,"missing_phone,bad_website,stacked_coords,missing_description,missing_photo,missing_hours",http://mapof.it/5-04-03,unknown
54ab9bed5f37,"Fo Guang Shan Buddhist Temple, North Carolina",Chinese Temple,4,"missing_phone,missing_description,missing_photo,missing_hours",https://shepherds.org,unknown
bff643d3798d,Fo Guang Shan Guang Ming Temple,Chinese Temple,5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
50e017396fbf,Fo Guang Shan Kansas Buddhist Center,Chinese Temple,5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
d6e30358a2f7,Fo Guang Shan Meditation Zenturm,BuddhaNet (Germany),5,"missing_phone,bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Hanauer,unknown
de925ce934a9,Fo Guang Shan Miami Temple,Chinese Temple,5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
f7147352d875,Fo Guang Shan SanBao Temple,Chinese Temple,3,"missing_description,missing_photo,missing_hours",https://www.saintgeorgeeotc.org/,unknown
da40d2789f6c,Fo Guang Shan St. Louis Buddhist Center 聖路易佛光山,"Zen, Chan, Son, & Thien,",4,"missing_phone,missing_description,missing_photo,missing_hours",https://fgsstlbc.org/,unknown
d94d9b2f5205,Fo Kuang Shan Tsung-Lin University,BuddhaNet (Taiwan),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/FO,unknown
c8dee209fb2d,Fo-guang-shan Fo-guang-yuen,BuddhaNet (Germany),4,"missing_phone,missing_description,missing_photo,missing_hours",https://www.erzbistum-muenchen.de/pfarrei/pv-milbertshofen/st-georg,unknown
df52a86bcf26,Foo Hai Ch'an Monastery,BuddhaNet (Singapore),3,"missing_description,missing_photo,missing_hours",http://www.foohai.org/,unknown
3c2330a94208,Forest Dhamma Monastery,"Insight, Theravada, Vipassanna",4,"missing_phone,missing_description,missing_photo,missing_hours",https://forestdhamma.org/,unknown
3e62640d45e8,Forum of Buddhist Community Service (FBCS),BuddhaNet (Bangladesh),3,"missing_description,missing_photo,missing_hours",https://www.KhanqahBD.com,unknown
d6f42724a4b6,Fossil Ledges Center,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/1386,unknown
dd3dd0a916a5,Fraser Valley Buddhist Church,BuddhaNet (Canada),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/28941,unknown
c91b417262b1,Freedom Sangha,BuddhaNet (Australia),3,"missing_description,missing_photo,missing_hours",https://newhope.net.au/,unknown
0d22c764edf9,Freiburger Yoga-Schule,BuddhaNet (Germany),4,"missing_phone,missing_description,missing_photo,missing_hours",https://www.kath-wiehre-guenterstal.de/html/die_pfarrkirche.html?t=acf6d1ffe61c6210178fe334c01f8e46&tto=f8a3ec8f&&,unknown
1302844ffa38,Fresno Buddhist Church,"Pure Land, Soka Gakkai, Jodo Shin",4,"missing_phone,missing_description,missing_photo,missing_hours",https://fresnobuddhisttemple.org/,unknown
031bfe7ac9df,Friedmar Thimm - Bielefelf,BuddhaNet (Germany),6,"missing_phone,bad_website,stacked_coords,missing_description,missing_photo,missing_hours",http://mapof.it/33617,unknown
d1ad3cf86d3c,Friendship Sangha of the Heart- Unitarian Universalist Church of Ventura,BuddhaNet (United States of America),4,"missing_phone,missing_description,missing_photo,missing_hours",https://pilgrimcommunityucc.weebly.com/,unknown
90960c9c0938,Ft. Lauderdale / Miami Community Center,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/20000,unknown
9d0d220b2347,Fukugen Zen Dojo II der AZI Berlin,BuddhaNet (Germany),7,"missing_phone,bad_website,stacked_coords,encoding_error,missing_description,missing_photo,missing_hours",http://mapof.it/10439,unknown
d193c06c2b7c,Fundacija Vipassana,Goenka Vipassana (dhamma.org),4,"missing_phone,missing_description,missing_photo,missing_hours",https://evang.si/,unknown
682373f92739,FundaciÃ³n ROKPA - Barcelona,BuddhaNet (Spain),6,"missing_phone,bad_website,encoding_error,missing_description,missing_photo,missing_hours",http://mapof.it/Rita,unknown
e70b6f8aa838,FundaciÃ³n ROKPA - Galicia,BuddhaNet (Spain),5,"bad_website,encoding_error,missing_description,missing_photo,missing_hours",http://mapof.it/Luis,unknown
1e25f7a939dc,FundaciÃ³n ROKPA - Granollers y Baix Maresme,BuddhaNet (Spain),5,"bad_website,encoding_error,missing_description,missing_photo,missing_hours",http://mapof.it/LÃ­dia,unknown
9215e88cf435,FundaciÃ³n ROKPA - Madrid,BuddhaNet (Spain),5,"bad_website,encoding_error,missing_description,missing_photo,missing_hours",http://mapof.it/Aitor,unknown
94e35999f0cf,FundaciÃ³n ROKPA - Manresa,BuddhaNet (Spain),5,"bad_website,encoding_error,missing_description,missing_photo,missing_hours",http://mapof.it/Encarna,unknown
61b7da7281e3,Fundación ROKPA - Mollet del Vallés,BuddhaNet (Spain),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Jordi,unknown
d95a9c0718ff,Fundația Vipassana România,Goenka Vipassana (dhamma.org),4,"missing_phone,missing_description,missing_photo,missing_hours",https://szmk.ro/,unknown
87159c8f4c0a,Furnace Mountain Zen Center,"Zen, Chan, Son, & Thien,",5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
795037d54c2e,"FWBO - Limoux, France",BuddhaNet (France),5,"bad_website,stacked_coords,missing_description,missing_photo,missing_hours",http://mapof.it/FWBO,unknown
deab9ed59827,FWBO-Praxisgruppe,BuddhaNet (Germany),6,"missing_phone,bad_website,stacked_coords,missing_description,missing_photo,missing_hours",http://mapof.it/FWBO-Praxisgruppe,unknown
880adcb75e37,Gaden Shartse Thubten Dhargye Ling,Tibetan,4,"missing_phone,missing_description,missing_photo,missing_hours",https://abcc.org/,unknown
a743dd6c82a8,Galena Sangha,BuddhaNet (United States of America),3,"missing_description,missing_photo,missing_hours",http://trinityucclexington.org,unknown
c2ed8dd084a2,Ganden Choeling Rives - Soulan,BuddhaNet (France),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/09320,unknown
8fe137e3a49b,Ganden Kacheu Ling,BuddhaNet (France),5,"bad_website,stacked_coords,missing_description,missing_photo,missing_hours",http://mapof.it/Apt,unknown
12bc77373180,Garchen Buddhist Institute,Tibetan,5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
1cba8c025e9e,Garchen Mila Buddhist Center,Tibetan,3,"missing_description,missing_photo,missing_hours",http://www.icfirstchurch.org/,unknown
a3fa9a91807c,Garden of One Thousand Buddhas,Tibetan,5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
35b6ff619a24,Gardena Buddhist Church,"Pure Land, Soka Gakkai, Jodo Shin",5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
1c60ecb27584,Gardena Honpoji Betsuin,BuddhaNet (United States of America),3,"missing_description,missing_photo,missing_hours",https://mfmminnesotaheadquarters.org/,unknown
cde73cd3fa74,Garia Bauddha Sanskriti Samsad,BuddhaNet (India),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/21/1,unknown
54fc5cc2b1a0,Gautam Priyadarshi,BuddhaNet (India),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/4-B,unknown
1d16d2a38d53,Gautama Buddha Centre,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/18718,unknown
129559645aa7,Gauthama Buddha Aahram,BuddhaNet (India),5,"bad_website,stacked_coords,missing_description,missing_photo,missing_hours",http://mapof.it/Near,unknown
5ea0dfa43ba3,"Gaya, Anand Buddha Vihar",BuddhaNet (India),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Dr.Ambedkar,unknown
131304c4f8c8,Geelong Zen Group,BuddhaNet (Australia),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Belmont,unknown
99639800bad4,Gelug Buddhist Monastery in Tatarsthan,BuddhaNet (Hungary),5,"missing_phone,bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Geluk,unknown
c282b8dbcf1e,Geneva International Buddhist Centre,BuddhaNet (Switzerland),4,"missing_phone,missing_description,missing_photo,missing_hours",https://rive-gauche.epg.ch/locations/centre-paroissial-de-malagnou/,unknown
b5fca664b704,Giac Hoang Buddhist Temple,BuddhaNet (United States of America),3,"missing_description,missing_photo,missing_hours",https://www.stelizabethsac.org/,unknown
dc5bb3da58ac,Giac Nhien Temple,BuddhaNet (New Zealand),3,"missing_description,missing_photo,missing_hours",https://www.greylynncatholic.org.nz/,unknown
97c1cbf5be55,Giac Quang Buddhist Temple,Vietnamese Temples,5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
0d2c23dd6431,Giac Thanh Buddhist temple,Vietnamese Temples,5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
c0dfb4ace03c,Giác Hoa Temple,Vietnamese Temples,5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
98c7b81d609b,Global Buddhist Association (Cao Tang Temple),BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/127,unknown
6e7616ddfed7,GlÃ³wny Osrodek Zen-Eiwa Zendo,BuddhaNet (Poland),5,"bad_website,encoding_error,missing_description,missing_photo,missing_hours",http://mapof.it/Ul.Podsudecka,unknown
d29644705a3a,Goenka Group - Obertaufkirchen,BuddhaNet (Germany),5,"missing_phone,bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Klaus,unknown
ee90c622f621,Goenka Group - Weyhe,BuddhaNet (Germany),6,"missing_phone,bad_website,stacked_coords,missing_description,missing_photo,missing_hours",http://mapof.it/Rolf,unknown
20ef78daf87f,Goenka Vipassana,BuddhaNet (Turkey),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Millet,unknown
972c38513103,Goenka Vipassana (Northern Territory),BuddhaNet (Australia),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Darwin,unknown
6eb3f4331dfb,Goju Buddha Vihara,BuddhaNet (India),6,"missing_phone,bad_website,stacked_coords,missing_description,missing_photo,missing_hours",http://mapof.it/Goju,unknown
fe251b164f00,Gold Dharma Monastery,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/3645,unknown
51e18498f6ab,Gold Ridge Sangha,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/5594,unknown
22854bd36326,Golden Wheel Buddhist Association,BuddhaNet (Australia),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/405,unknown
9196430f433d,Gomang Meditation & Dharma Center,BuddhaNet (United States of America),5,"missing_phone,bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/5209,unknown
8bf7c737a995,Gorjonshira Bidarshan Vabana Kendro (Gorjonshira Meditation Centre),BuddhaNet (Bangladesh),5,"bad_website,stacked_coords,missing_description,missing_photo,missing_hours",http://mapof.it/Gorjonshira,unknown
8a236722f0a6,Gotama Tapovanaya,BuddhaNet (Sri Lanka),5,"bad_website,stacked_coords,missing_description,missing_photo,missing_hours",http://mapof.it/Kalapaluwawa,unknown
20b1154a1e35,Grace Gratitude Buddhist Temple,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/48,unknown
5078a1a73f37,Grahamstown Zen Group,BuddhaNet (South Africa),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Bamboo,unknown
8d94333c1d37,Grand Rapids Buddhist Temple,"Zen, Chan, Son, & Thien,",3,"missing_description,missing_photo,missing_hours",https://grcathedral.org/,unknown
84f1aa85eaa7,Grand Traverse Zen Community,"Zen, Chan, Son, & Thien,",3,"missing_description,missing_photo,missing_hours",https://www.uucgt.org/,unknown
111fe20821eb,Granthi Buddhist Association,BuddhaNet (United States of America),5,"missing_phone,bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/28453,unknown
a49b44ea24a5,Grass Valley Shambhala Meditation Group,BuddhaNet (United States of America),5,"missing_phone,bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/13700,unknown
770d2e4ff6cc,Great Dharma Chan Monastery/Chung Tai Zen Center in Boulder,"Zen, Chan, Son, & Thien,",4,"missing_phone,missing_description,missing_photo,missing_hours",https://www.greatdharmachanmonastery.org/,unknown
ce646da1fa1f,Great Holy Land Monastery,BuddhaNet (India),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Bodh,unknown
3d66dbee7e46,Great Lakes Buddhist Vihara - Fonseka Community Center,"Insight, Theravada, Vipassanna",5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
5206846b6932,Great Mother Buddhism/Living Zen School,BuddhaNet (Netherlands),4,"missing_phone,missing_description,missing_photo,missing_hours",oostraat,unknown
3595e0f01526,Great Mountain Zen Center,"Zen, Chan, Son, & Thien,",5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
0dde7fe7074b,Great Vow Zen Monastery,"Zen, Chan, Son, & Thien,",4,"missing_phone,missing_description,missing_photo,missing_hours",https://zendust.org/great-vow-zen-monastery/,unknown
5f5538c11eab,Greek Vipassana Association,Goenka Vipassana (dhamma.org),5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
92a7427d3431,Green Gulch Farm Zen Center,"Zen, Chan, Son, & Thien,",4,"missing_phone,missing_description,missing_photo,missing_hours",https://www.sfzc.org/practice-centers/green-gulch-farm,unknown
dc5903650557,Groupe D Epinal,BuddhaNet (France),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Maison,unknown
eed5991c76c9,Groupe D Ã©tudes De Shambala Marseille,BuddhaNet (France),5,"bad_website,encoding_error,missing_description,missing_photo,missing_hours",http://mapof.it/118,unknown
6f134eed8fe7,Groupe De Nancy,BuddhaNet (France),3,"missing_description,missing_photo,missing_hours",https://www.eglise-baptiste-nancy.com/,unknown
8f466d2e706b,Groupe Zen Abidjan (AZI),BuddhaNet (Ivory Coast),5,"missing_phone,bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/ENS,unknown
0a4b77e5f1c1,Groupe Zen D\'agen,BuddhaNet (France),6,"bad_website,stacked_coords,encoding_error,missing_description,missing_photo,missing_hours",http://mapof.it/Ass,unknown
2f559d124695,Groupe Zen De Cannes,BuddhaNet (France),3,"missing_description,missing_photo,missing_hours",https://www.notredamedelorette.org/,unknown
d4cdd5f21eb8,Groupe Zen De Carcassonne,BuddhaNet (France),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Chemin,unknown
fa0efaf3f02e,Groupe Zen De Conde Sur Escaut,BuddhaNet (France),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/59163,unknown
84be499eee3d,Groupe Zen De Gourdon,BuddhaNet (France),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Route,unknown
df074817ac65,Groupe Zen De Grenoble,BuddhaNet (France),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/63,unknown
7fe63348d381,Groupe Zen De Grimaud,BuddhaNet (France),3,"missing_description,missing_photo,missing_hours",https://www.jw.org/,unknown
8345b83d3464,Groupe Zen De Manosque,BuddhaNet (France),3,"missing_description,missing_photo,missing_hours",https://saint-germain-rennes.fr/,unknown
f6cfa5d03fab,Groupe Zen De Neuilly-Sur-Seine,BuddhaNet (France),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/52,unknown
0b37c456c133,Groupe Zen De Quimper,BuddhaNet (France),5,"bad_website,stacked_coords,missing_description,missing_photo,missing_hours",http://mapof.it/Isuga,unknown
037495265ee5,Groupe Zen De St Pol Sur Ternoise,BuddhaNet (France),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/62120,unknown
1174e498db9c,Groupe Zen Du Havre,BuddhaNet (France),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/90,unknown
7391dec8920f,Grupo de Estudos Chung Tao,BuddhaNet (Brazil),5,"bad_website,encoding_error,missing_description,missing_photo,missing_hours",http://mapof.it/Trade,unknown
1586d827d0f1,Grupo de PrÃ¡tica Chagdud,BuddhaNet (Brazil),4,"encoding_error,missing_description,missing_photo,missing_hours",https://www.acibdf.com.br/,unknown
611fb0c7863c,Grupo de PrÃ¡tica Chagdud Gonpa,BuddhaNet (Brazil),5,"bad_website,encoding_error,missing_description,missing_photo,missing_hours",http://mapof.it/Novo,unknown
b2782a1a680d,Grupo Zen de BagotÃ¡,BuddhaNet (Colombia),4,"encoding_error,missing_description,missing_photo,missing_hours",https://igleco.com/,unknown
9e98ea465aec,Grupo Zen de Bilbao,BuddhaNet (Spain),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Zabal,unknown
2f70b19d79ba,Grupo Zen de Limache,BuddhaNet (Chile),6,"missing_phone,bad_website,encoding_error,missing_description,missing_photo,missing_hours",http://mapof.it/ConcepciÃ³n,unknown
04e498489cb4,Grupo Zen de ValparaÃ­so,BuddhaNet (Chile),6,"missing_phone,bad_website,encoding_error,missing_description,missing_photo,missing_hours",http://mapof.it/v,unknown
560fb8f60e0b,Guadalupe Buddhist Church,"Pure Land, Soka Gakkai, Jodo Shin",5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
440be60c292c,Guadelupe Buddhist Church,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/1072,unknown
1a7486beb4ce,Gujarati Buddha Samaj,BuddhaNet (India),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Buddha,unknown
d54134c71301,Gum-Gang-Gyong-Dok-Song-Hwae,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/2574,unknown
833fe188a76a,Gyalwa Ensapa Center,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/589,unknown
693f35ff6e2c,Gyalwang Drukpa Charitable Trust,BuddhaNet (India),5,"missing_phone,bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/B,unknown
38774684fd45,Gyuto Wheel of Dharma Monastery,Tibetan,5,"missing_address,missing_phone,missing_description,missing_photo,missing_hours",https://www.alhudacenter.org/,unknown
f32fbc56198a,GÃ¶teborg Zen Dojo,BuddhaNet (Sweden),4,"encoding_error,missing_description,missing_photo,missing_hours",https://www.matteuskyrkan.se/,unknown
ecf7a9df0726,GÃ¼nther Baumstark Sitzgruppe - Mannheim,BuddhaNet (Germany),7,"missing_phone,bad_website,stacked_coords,encoding_error,missing_description,missing_photo,missing_hours",http://mapof.it/68259,unknown
d7a4ad8e5c9c,Hadaya-Avaya Buddhadhamma Fellowship,BuddhaNet (United States of America),3,"missing_description,missing_photo,missing_hours",https://www.trinitywallstreet.org/,unknown
576adfb30d57,Haifa (CMI),BuddhaNet (Israel),5,"missing_address,missing_website,missing_description,missing_photo,missing_hours",,unknown
cbafb6082b40,HajdÃºbÃ¶szÃ¶rmÃny Zen Group,BuddhaNet (Hungary),5,"bad_website,encoding_error,missing_description,missing_photo,missing_hours",http://mapof.it/Boross,unknown
f6e2374b84dd,Hakubai Zen Center,"Zen, Chan, Son, & Thien,",5,"missing_address,missing_phone,missing_description,missing_photo,missing_hours",http://bonaishalom.org,unknown
a1490e137152,Hamilton Meditation Group,BuddhaNet (Canada),3,"missing_description,missing_photo,missing_hours",http://stanthonylloyd.caedm.ca/,unknown
1d9af93d5c3e,Han-Ma-Um Seon (Zen) Center,BuddhaNet (United States of America),5,"missing_phone,bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/7852,unknown
dc705abd2872,Hanford Buddhist Church,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/238,unknown
e83df8e685a0,Hanover Shambhala Meditation Group,BuddhaNet (United States of America),3,"missing_description,missing_photo,missing_hours",https://stanthonybronx.org,unknown
b4cd52edb292,Harmony Zen Center,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/4635,unknown
47dff5547631,Harrogate Serene Reflection Meditation Group,BuddhaNet (United Kingdom),5,"missing_address,missing_website,missing_description,missing_photo,missing_hours",,unknown
62563a4fb0c9,Haus der Besinnung,BuddhaNet (Switzerland),5,"missing_phone,bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/9115,unknown
7158f69c3e48,Haus der Stille,BuddhaNet (Austria),3,"missing_description,missing_photo,missing_hours",http://www.puregg.org/,unknown
4f566536a5dc,Hawaii Buddhist Cultural Society,BuddhaNet (United States of America),4,"missing_phone,missing_description,missing_photo,missing_hours",https://www.dtislamiccenter.org/,unknown
6e51d3f3b30d,Hawaii Tendai Mission,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/23,unknown
44a995f0849a,Hawaii Vipassana Association,Goenka Vipassana (dhamma.org),5,"missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
ef0fdc8d0128,Head Monastery of Mongolia,BuddhaNet (Mongolia),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Gandan,unknown
f47f93948802,Healing Buddha Center,BuddhaNet (Argentina),5,"missing_phone,bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/(Segyu,unknown
4be4b1ae3020,Healing Springs in the Pines Sangha,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Congregational,unknown
a39f812d6029,Heart of the Dharma and Compassion & Insight Center,"Insight, Theravada, Vipassanna",6,"missing_address,missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
d1274b760e16,Hexham Serene Reflection Meditation Group,BuddhaNet (United Kingdom),6,"missing_address,missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
13b52b05ce23,Hien Quang Thien Vien Temple,BuddhaNet (Australia),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/70,unknown
bb80db3d4eb2,Himachal Vipassana Centre - Dhamma Sikhara,BuddhaNet (India),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/MacLeodganj,unknown
84586bf73d55,His Fang Temple-San Diego Buddhist Association,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/4536,unknown
1e6b07e21f4c,Hoa Nghiem Vietnamese Buddhist Temple,BuddhaNet (United States of America),3,"missing_description,missing_photo,missing_hours",https://www.stmarks-elca.org/,unknown
0b790a2882b2,Hoeh Beng Zen Center,BuddhaNet (Malaysia),5,"missing_phone,bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/18-A,unknown
90567fb0d34a,Hoi Duc Temple,Vietnamese Temples,6,"missing_address,missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
a35c27a6c3ce,Hoi PgVn Tai Bergen,BuddhaNet (Norway),3,"missing_description,missing_photo,missing_hours",http://olsvik-kirke.no/,unknown
6265cca9c59f,Hoi PgVn Tai Trodheim,BuddhaNet (Norway),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Rostengrenda,unknown
4970f69f010d,Hoi Phat Giao,BuddhaNet (Ivory Coast),5,"missing_phone,bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/08,unknown
2a5ad01ba369,Hoi Phat Giao Viet Nam Tai Nhat Ban,BuddhaNet (Japan),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/CPO,unknown
6ec6e7a10b42,Hoi Phat Temple Vietnam,BuddhaNet (Finland),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Laapalortenkuja,unknown
1235c0700d11,Hollow Bones Sangha,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/2020,unknown
ed850e51dd74,Holy Dharma Rockville Dharma-Listening Center of Hua Zang Si,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/120,unknown
de5d1141f06c,Honey Locust Sangha and the Order of Inter-being,BuddhaNet (United States of America),3,"missing_description,missing_photo,missing_hours",https://pwbconline.org/,unknown
415add4c6717,Honeyville Buddhist Temple,"Pure Land, Soka Gakkai, Jodo Shin",6,"missing_address,missing_phone,missing_website,missing_description,missing_photo,missing_hours",,unknown
639faed86304,Honeyville Buddhist Temple,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/3945,unknown
6228c8916551,Hongaku Jodo of America,BuddhaNet (United States of America),5,"missing_phone,bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/3908,unknown
a3463d495d72,Honganji International Center,BuddhaNet (Japan),5,"missing_phone,bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/Higashi-naka-suji,unknown
dce906567bcd,Honmon Butsuryushu of Hawaii,BuddhaNet (United States of America),4,"bad_website,missing_description,missing_photo,missing_hours",http://mapof.it/3001,unknown
